,limericks,rhyme_score,nonrhyme_score,context_score
182,"my girlfriend is starting a fescue 
 and i wonder if any shebu 
 can tell whether its red 
 or whether its said 
 thats a fescue or what imsupposed

",2,6,1.221240431
183,"the word acuminate leaves not a stinger 
 but a thorny sore right orwing girdler 
 for your hair to be shorn 
 or a bald where toon 
 or your head to be bald with a binger

",3,6,1.217113273
184,"the cedars they hold in south dallas 
 stole a lass but the thief was a crock of 
 when the lass was taken down 
 with his pen they were found 
 and the thief was an abbot of tris

",1,6,1.21530275
185,"as the sun sets neath the capellum 
 the blue sea forms its own columella 
 a benthic blue bloom 
 its a beautiful bloom 
 and its purple leaves let us rejoice

",1,6,1.214779228
186,"when a ship or a boat or a trike 
 takes a turn for a sudden sharp whack 
 such a slip can bring grief 
 in a fast waterward 
 as it tumbles and trips on its back

",1,6,1.214603275
187,"in the old days the court said no cause 
 and the accused didnt just make a gaffe 
 if he spoke with the dead 
 at his trial his words read 
 the judge wouldnt let out that sousa

",2,6,1.212986693
188,"my best friend and my partner arenterers 
 as i tell him were not really carvers 
 we used to say useful 
 so others would weary 
 this morning they said what a carvers

",3,6,1.212526657
189,"he made the most wonderful choice 
 while the others would try and angus 
 but his vision is real 
 since hes grown to be 
 a great dad and a man of great vision

",0,5,1.211873531
190,"the british warren a star 
 made his home on the south sea with barre 
 but his brother a tyke 
 scooped all over the place 
 and his friend just a british mars barre

",3,6,1.210794903
191,"you need help a hot lady is loothily 
 a hot nurse has just made you moodily 
 theres nothing that bad 
 can make you so sad 
 but a hot bath helps you stay moodily

",4,6,1.21014671
192,"a cholera case in the past 
 meant a blood meal that fed on the blast 
 gave the patient away 
 to his wife or to pay 
 through the body a toll in the past

",4,6,1.205741644
193,"heres your call and your voice and your face 
 and your smile and your looks and your base 
 all of which you will say 
 as you walk in my way 
 youre my lover my best love lifes base

",4,6,1.204755306
194,"a brit was a person who spoke 
 to the queen or a king or a bloke 
 when he asked whats this 
 then she said i like tea 
 and she smiled  and said bittin like brews

",1,6,1.203036055
195,"your business is taking a beating 
 your business is losing its beating 
 your business is dying 
 youve lost every last dime 
 well it looks like the last of your baking

",3,3,1.201661438
196,"when a thing is completely outdone 
 when its done  then its done and it done 
 in the sense that its done 
 not yet left to run 
 after all thats well its begun

",4,0,1.201138481
197,"at a stoplight the driver has turned 
 but the car is still going when hes started 
 to pull out of the car 
 while hes still on thecar 
 now the stoplight is glowing again sunstalled

",0,6,1.199547663
198,"my dog ate his lunch on my fork 
 which he then ate and ate  he went cruish 
 my new yodeler ive found 
 meals are all left ground round 
 so he cant eat your dinner hes muish

",2,6,1.196446121
199,"when in need of a clean up my hair 
 my pal had a brushcut by the chair 
 where a man would get stuck 
 by the side of the road 
 he would give me my brush off the air

",3,6,1.195290983
200,"theres a church in themedicine schools 
 that can serve as the places for oddballs 
 of the sorts you would meet 
 the abbey abbey 
 or a place where the nuns give their rules

",3,6,1.18946363
201,"im a japanese man from afar 
 my job is to look at the star 
 of the new model caf 
 i have noticed caf 
 thats a fancy caf au lait

",2,4,1.186847657
202,"no more snot and no ash from our shop 
 the owners have taken a step 
 theyve moved the whole house 
 and made sure its a mouse 
 no more snot on its owner  no sop

",4,6,1.185583711
203,"the airbrushed me over with ice 
 and i felt that i might have been jophobic 
 the cause of my chiness 
 was surely a hickory 
 it was just an aerophagousophobia

",0,6,1.184677109
204,"the bannock is known as a larch 
 in the south east south north or west  a grandarch 
 of buildings in hock 
 thats of oak or of oak 
 or a creeks crown  that is anarch

",2,3,1.18431063
205,"a cat was a mutt like a mutt 
 and i know that ive met some wholl hurt 
 im a mutt i wont eat 
 cuz im mutt like a wheate 
 that makes me a real dog my pet cur

",2,6,1.181964383
206,"for a man who is stuck in a pickle 
 hes needin some food from a hickll 
 put some eggs on his pie 
 with a nice scented jelly 
 not too thick but too thick for a pickle

",3,6,1.175891057
207,"dear mary you know what i do 
 i have two jobs in the kitchen one day 
 i can clean and cook eggs 
 and stuff in other cuisines 
 and eat stew and eat peas  la la mode

",0,6,1.174894288
208,"my wife tells me shes feeling quite down 
 in the morning her tummy is brown 
 but it shouldnt wear frown 
 or wear blue jeans and gown 
 cause she always wears mink and mink down

",4,0,1.174508035
209,"my daughter is playing the cello 
 shes mad but i hear it a doddle 
 thats a crescuffle a fickle 
 so no one can pickle 
 her fretting shes now in a humdle

",2,2,1.173270367
210,"im a big ugly guy from the back 
 of the house where the mazdeks stay shack 
 so a cackhouse i make 
 for the home of the king 
 where their kids are all living in shack

",3,6,1.172629554
211,"when i gave him my arm anotomy 
 he showed me his pain without paunch a 
 piggot infarction 
 and then said i cant mention 
 i cant tell my arm from his urethra

",3,6,1.171885908
212,"my wife and i were both jokin 
 when her mother told me how to bake 
 but she left me a task 
 that i hated the best 
 for the pie she said just wasnt that raisin

",1,6,1.170589581
213,"in a mine full of coal in a region 
 my miner is known as a banting 
 hes found to complain 
 that the crankshaft makes them 
 quite irate as a coalminer whinging

",1,6,1.16737546
214,"dont let all your actions deviancy 
 be seen as a sign of a crony 
 though youre certainly not 
 this is just how a lot 
 of behavior is just a ruse

",2,6,1.165204406
215,"when i asked for his blessing i felt 
 since his face was both freaky and bony 
 he said lets give thanks 
 for the many things that 
 i offered him hadnt i felt

",1,6,1.162461549
216,"my friend lewis the brits called to a tea 
 thats something the brits call  a cask 
 and on saturday nights 
 they may not be all right 
 they make a great tea that would be

",2,6,1.162158005
217,"the cicero was known as the boss 
 of a buccaneer who didnt know loss 
 of all of his dough 
 as he knew hes a pro 
 in the business of cheese he would toss

",4,6,1.159357384
218,"in a language where syllables are 
 like syllable and rhyme are the pits 
 in oldfashioned times 
 the first letters were crimes 
 and the words that they meant were aes

",1,6,1.159062922
219,"some folks make a living in sin 
 by whatever its size and its thin 
 while others whove got em 
 are not too devout 
 for their sin is a good reason to spin

",3,6,1.158125527
220,"when the doctor advised me to use it 
 he said ill use all he could for a dose it 
 was not easy to swallow 
 the stethoscopes hollow 
 my stomachs now ready to use it

",4,6,1.157773465
221,"theres nothing that can be finer 
 than to add a neat touch of flavor 
 theres no better and sloppier 
 than to mix the schnapps 
 with cream cheese and some molasses

",1,3,1.156392425
222,"an abbeys an openair inn 
 where i once cooked a large bird of bovine 
 when a guy asked for meat 
 he just knew that he would 
 if he could to turn back was his inn

",1,6,1.156286836
223,"it is written in limerick form 
 a short line and no ones missed a 
 pennsylvania native 
 not too hard to copy 
 and the end of the limericks abscond

",0,6,1.155408304
224,"the word bess is a portuguese  you 
 may have heard this term first from your view 
 when you say bessies been wed 
 if you want to know why 
 not i should have said bessie too

",3,6,1.154445276
225,"sherlock holmes was an elegant guy 
 he invented a darwinian spy 
 but his fates gone astray 
 hes a charlatan today 
 his dogmatism sure gave me sigh

",4,6,1.154173076
226,"in my kitchen a basket has sat 
 on a baking pan dish just that 
 you can pick from the top 
 the topmost part no 
 just the thing in the place when you pat

",3,3,1.15264371
227,"for an octopus thats deciduous growth 
 theres a spot between arms a true thorn 
 thats a small and a thick 
 so an octopus yick 
 thats deciduous growth  its no razzle

",1,6,1.152389415
228,"from the north i get north in my ride 
 from the south i get north in my stride 
 in the course of the day 
 i arrive at that id 
 to some place called the cape of the ride

",4,6,1.151570745
229,"the maneater who wouldnt go far 
 with his tail still on end as before 
 was as good as theyd thought 
 and would do as theyd brought 
 with the way that he pulled them in tars

",2,6,1.150665306
230,"my friend said its not what you ask 
 to explain how you made up your task 
 its to golly how long 
 to make limericks all wrong 
 just go on make it up as you ask

",4,6,1.149156392
231,"i have heard that the albatross 
 will take on the name of the bawd 
 but my girl it seems odd 
 that this bird is now cod 
 its the fowl that they call faaad

",2,2,1.148201585
232,"my grandpa who lives in a van 
 is too young to drink tea or go van 
 he thinks that its fun 
 to go pee in a sun 
 he insists he will grow up and van

",4,0,1.14807304
233,"my job is at wits end i swear 
 i dont do any harm i swear 
 i just sit there and grumble 
 i just dont have a worry 
 if i do i will surely lose my swear

",3,6,1.147726253
234,"when im out on the road to tay 
 my back pack should carry my way 
 but my car will soon crash 
 its a fact i dont share 
 every time i leave back pack id stay

",3,6,1.146801054
235,"my love of the limerick writing 
 was passioned it caused me to yearning 
 to write much longer 
 with style and a verse 
 but my writing was not very griting

",3,6,1.146746308
236,"at a cookoff the souschef asked gosh 
 when a knife had been pulled up and blued chish 
 i would pick my own pocket 
 and stick my pink rocket 
 through a zipper  my bread came in bosh

",4,6,1.146651104
237,"this beautiful plant called alceda 
 has a flower that looks rather odda 
 it has yellow instead 
 but it has to be said 
 its bluish when shade doesnt come freea

",2,6,1.144484922
